date,product,sales
1989-09-03,even,31935160
1997-12-19,international,9447
1985-04-21,administration,950907
2015-01-30,draw,431960
2021-08-28,stand,2840
1986-01-31,to,20616
1985-11-10,once,910453256
1972-10-29,computer,74321819
2023-03-28,seat,3620086
2003-01-10,water,1548939
1999-11-20,news,725896
2006-12-09,either,34635
2012-09-06,reason,9297
2011-01-02,remember,7833
2024-02-11,significant,5
2001-12-17,factor,7
2009-08-11,them,63892
1994-10-04,father,96134001
1975-11-22,body,123718
2003-03-13,year,6357
2015-05-11,whether,1337160
2017-05-09,but,597
2012-03-01,water,3
1991-09-25,child,7887
1997-11-07,worry,35302362
2017-03-18,stage,968271990
2002-08-10,lay,87
1981-01-15,phone,774735
1975-08-15,second,6136
2009-01-04,sell,845
2011-03-30,at,4
1985-02-08,court,423721
1988-05-20,partner,2723759
1975-08-09,personal,947080236
2008-01-02,fear,9462
1976-03-16,world,28
1979-07-11,politics,8
2003-11-03,father,597
2016-12-03,particular,55906486
1980-12-01,nearly,461
2007-02-26,attack,80465
1978-11-12,represent,21361798
2012-03-16,great,1092178
1996-03-12,while,8551586
1976-08-15,strategy,6540702
1990-04-27,large,100870
1994-01-23,range,65681663
2005-04-23,season,575
2004-10-05,who,7477678
1980-08-03,phone,4694
2019-08-21,agent,393467
1979-06-06,positive,798432610
1995-02-15,project,868585
2008-10-14,race,60872073
1978-11-28,speak,1
1972-01-14,dinner,2377
1976-07-25,case,266
1989-03-07,world,993873899
2018-06-24,class,7566
2020-12-07,guess,76681400
2017-11-22,than,28
1995-11-29,short,4590
2024-03-14,real,247
1982-06-23,somebody,771484
1982-09-10,chance,4
2003-06-09,listen,440
1993-04-13,focus,83134
1981-03-29,live,8540530
1999-03-23,east,72557
2018-06-14,avoid,623
2021-12-25,sound,71187955
1984-12-24,assume,4508991
1989-01-16,current,5
1994-02-21,fall,5190
1988-03-17,protect,8715
1981-02-03,brother,57
2018-04-01,wrong,16035854
1983-07-28,his,886
1993-04-17,trip,125
1982-12-14,cover,5120089
1972-02-17,fire,912147512
1993-11-23,hold,24399
1989-12-02,crime,9175171
1973-09-09,last,2601
1986-02-21,stock,49
1983-03-28,another,8988231
2016-04-14,begin,93222351
1997-05-31,because,3272
2013-02-14,threat,5
2014-11-08,fund,72343
1977-12-05,other,52
1977-11-25,response,5
2024-11-24,appear,304
2001-09-22,then,35
1993-10-18,represent,2626766
2009-03-31,beyond,9
2023-08-31,future,6638294
1985-04-07,style,2
2019-12-06,yard,65187934
2000-09-03,who,45580493
1990-08-10,just,5702
1973-05-08,smile,1613712
2001-03-05,social,84113
1996-09-16,and,16
2016-07-09,perhaps,511801
1974-08-04,power,62429
2024-11-14,decision,832184
2008-10-22,into,7678100
2007-07-26,stay,4425128
1982-06-14,military,242423883
1983-01-07,trade,1370
2004-09-20,development,78808948
2005-04-15,stand,82
2018-08-18,fire,4356
1987-01-12,perhaps,6
1971-03-04,artist,63
1995-04-04,act,58835898
1985-02-24,participant,261710622
1984-01-30,ago,168
1975-03-13,memory,882
2023-12-04,speech,0
2001-05-12,suffer,7463
1982-04-07,only,5360695
2019-11-21,professional,328297374
2019-04-28,leave,240
2020-10-25,cell,297863717
1986-09-15,later,4287
2018-11-07,score,54
1972-03-29,school,7818112
1980-10-09,prevent,98863221
2019-06-09,decide,761967
2016-01-26,city,5912394
2021-12-23,year,37461864
1997-07-12,suddenly,79842
2011-01-26,people,52
2011-08-06,since,915979
2001-10-02,number,1
2000-08-24,democratic,5971
2003-07-06,land,1177
2015-07-01,person,28
2005-09-20,source,882290
1974-07-04,need,30555
1997-02-16,decade,6
2021-06-13,usually,96832
1987-08-27,beautiful,784827639
1984-10-28,firm,3
1970-05-13,perhaps,767015139
1970-11-14,become,112
2010-12-01,American,592
2022-01-29,they,127
1975-12-11,happen,65307
1980-11-11,time,2
1973-07-26,dog,377137
1990-02-24,mission,7679
1993-09-28,second,787932401
1984-10-24,interesting,482734
1981-08-03,as,2046703
1996-03-19,matter,48
1997-07-09,they,2854
1996-05-23,especially,3663
2005-11-17,view,489486
2010-02-18,eat,6666
2005-09-15,exist,53
1977-01-07,state,6
1971-08-03,open,9454056
2025-04-02,follow,976
1993-10-03,because,4963
1993-07-02,near,8707730
1979-07-11,law,28887
2005-05-31,first,60
2024-10-22,garden,407425
2020-12-06,likely,3
1997-05-29,thus,5
1979-09-17,quality,47078623
1977-08-26,poor,36
1975-11-03,need,673
2017-04-18,meeting,39021
1985-03-12,game,922236198
1998-10-25,cover,324714755
2021-07-07,suggest,48298
2015-12-25,floor,58368125
1978-06-05,have,239263011
1999-12-28,bank,4084086
2015-03-23,already,44173855
2013-04-03,me,290665763
1988-01-03,student,61782213
1989-05-22,floor,61
1980-09-12,however,3
2025-08-23,player,9
1988-04-05,bed,5
2014-11-20,manage,7857984
1978-05-22,cup,7
2006-08-08,one,80
2011-08-29,dinner,31566
1994-07-12,last,789248482
1987-11-20,development,4012
1993-12-11,expect,62
1987-09-09,onto,380159
2023-07-19,put,23806643
1991-07-22,hotel,417
2018-01-03,more,341
1992-09-04,accept,82586
2010-04-07,visit,5
1990-12-10,north,828876408
2024-11-04,tonight,629356218
2010-12-23,relationship,2582296
2019-03-01,wear,6962
2013-01-17,meet,903
2004-07-24,break,38
2017-02-17,institution,3
1983-04-17,remember,543060513
1984-06-21,cause,601
1987-07-07,buy,521291
2005-11-08,list,65720592
2005-08-24,majority,724955
1976-09-05,should,18869817
1982-01-28,its,43794
1978-03-26,training,1
1995-09-29,even,700829
1972-03-27,ball,53
2006-02-25,future,935217450
1989-04-01,name,80278756
2006-04-27,course,716262574
1999-07-15,finish,9583
2012-08-19,five,8632
1994-09-06,compare,78971028
2007-04-19,none,474837
2011-12-28,sure,421
2005-10-11,kitchen,992840
2006-09-27,necessary,101355408
2001-12-31,interesting,1
2018-08-09,conference,24358624
1984-07-09,direction,46734505
2020-11-17,early,8732
1997-08-22,too,24787
2017-05-15,statement,2
2010-02-11,star,537694356
1994-11-19,culture,21302
1998-03-01,often,7079329
1976-04-27,poor,242405
2023-05-09,world,62952
1991-12-08,street,747446
1990-05-11,hit,89
1983-01-09,position,9716
2015-12-12,program,594
1983-07-14,rule,243494
1989-12-08,use,4853641
2010-03-04,year,263250
1977-07-31,safe,2170
2008-10-29,white,30711
1978-09-16,blood,420
2006-11-24,Mr,5
1972-06-24,go,83477397
2001-12-28,expert,2
1976-07-05,article,3
2016-04-04,college,19705998
2011-04-03,within,8334310
1989-06-01,arrive,4170598
1993-06-09,crime,15265
2015-08-19,great,59
2006-06-01,expert,244305241
1995-09-06,base,2
1980-05-17,usually,90509737
1995-11-27,shoulder,921113384
2015-11-12,difference,195
1996-12-25,behind,8565777
2024-07-18,husband,4330478
1974-06-28,none,78692120
1975-08-19,cut,313862
2019-01-18,television,917199
2024-08-01,cup,6
2013-12-08,keep,496
1983-08-10,including,1607
1982-01-12,upon,5
1970-02-07,since,0
2008-06-05,road,4520355
1980-04-27,successful,3243
2009-09-29,read,5566531
2025-02-21,building,2043411
2007-05-19,reveal,407
1986-03-30,film,894
1970-02-04,pull,939
1970-11-18,series,70
1992-09-08,green,1
2012-06-17,ball,6308
1984-09-01,parent,938129
1988-02-21,dream,946486
2013-05-27,risk,74673137
2019-01-07,want,60099
1985-01-02,institution,4683818
1992-01-20,weight,586639
1981-04-26,health,10207
1982-06-27,hold,15322
1999-05-21,throw,5059119
1987-12-22,example,8565853
1982-08-25,reach,40613997
1984-08-09,key,547969
1993-05-11,including,34332
1980-09-09,summer,97686
1995-07-28,work,1
1972-05-16,fight,85034292
1992-04-04,community,197066620
2017-11-17,not,6
2004-03-28,law,410038
2007-10-15,need,3454332
2024-11-03,less,950115
2025-08-06,section,649065612
2008-04-16,money,5759218
2016-06-14,new,5885
2019-02-16,main,43017
1985-08-24,arrive,1683
2019-08-11,performance,845
1983-07-12,throughout,195662181
2025-05-20,heavy,567198656
1990-11-04,voice,9
2001-09-13,same,936161761
2012-03-01,throw,5323
2009-02-15,speak,5350629
1983-05-18,road,894925
1976-02-10,if,11671801
2016-02-11,myself,886687
2015-01-31,almost,2
1992-03-26,rich,21569490
2011-01-05,dream,3853
1977-12-23,fine,4857753
1975-07-28,fact,5080294
2011-11-04,fish,62
1989-03-18,walk,6
1994-12-08,of,998829642
1971-06-13,today,66
1990-01-30,finish,99371733
1999-06-07,central,941
2019-07-12,or,7
2011-03-02,tonight,7859627
1986-04-07,inside,7770965
2020-10-12,man,9729345
1974-12-07,eye,5866
2021-06-28,real,37
1974-09-20,authority,940970
1986-06-03,way,318
1996-02-22,spend,2481
1990-02-05,recently,3
1978-06-07,material,780920
2002-08-12,model,96103895
1988-09-25,car,4
1978-12-09,glass,79686082
1997-03-27,sea,91089
1993-02-22,yourself,848517539
2022-02-14,nice,247
1979-01-03,protect,2415428
2003-11-12,decision,816
1976-12-15,ask,687933371
2000-04-28,western,9460
2009-05-16,mission,8
2009-08-05,everyone,2578
2018-11-14,whole,91111
2016-01-10,remain,9156
1975-04-19,chair,5811
1997-10-24,sea,928986
1980-01-10,art,0
1982-02-03,city,614006
2016-10-15,paper,995
2022-08-04,Congress,582115100
2012-02-26,discover,4
1973-07-18,you,861626
1989-12-07,task,8833987
2023-05-03,late,3620668
2023-01-07,news,73
2007-06-13,show,9572
2025-02-18,democratic,87
2004-03-19,apply,327185122
2018-04-22,throughout,66
1983-08-10,back,644897
1985-07-25,interest,8
1991-07-11,learn,30867206
1983-05-02,yet,412711
1981-09-15,stop,11
1998-04-06,account,192508
1986-01-11,develop,87280
1980-02-02,during,6556953
2021-03-28,half,227430
2013-04-23,resource,42835
2008-05-17,win,80438979
2018-02-10,true,8
1976-09-12,environment,813719
1995-09-07,affect,266
2013-04-30,after,2874
1988-10-01,public,5
2017-06-01,friend,6550746
2002-08-12,different,555550
1982-02-16,catch,638022
1979-06-08,in,3
2012-09-20,statement,41772
2003-11-16,magazine,5001150
1993-12-01,whole,43
1994-06-30,political,5975080
2014-10-10,design,9
2002-08-22,case,715230342
2022-01-11,truth,522163
2016-03-08,support,3946444
1974-02-27,discussion,865591
1998-01-22,fact,600062
1996-03-27,car,58
2016-02-25,run,7
1976-05-24,serious,14770
2005-09-09,these,98821
1972-06-16,indeed,73073654
2005-12-28,say,80
2020-12-22,save,6916
1980-11-25,or,65
1978-07-22,accept,756238
2019-09-22,way,21903
2019-03-20,assume,324
1999-05-14,probably,6
1978-03-20,nor,579545249
1984-09-11,service,687764475
1991-12-11,benefit,3215075
1994-10-27,share,33
1996-03-14,hundred,673
1997-10-17,drug,858088
2023-08-19,suggest,9
2013-02-26,sing,6
2010-10-01,recent,144
1971-10-13,reduce,63879
1984-10-23,alone,332889
1976-11-06,customer,476
2021-01-15,owner,67
1989-10-19,common,159
2000-11-24,suffer,4055941
1987-01-09,task,16067226
1994-07-03,above,1023641
1998-06-26,visit,1170903
1977-03-14,statement,863
1989-04-11,six,45
1985-02-02,those,70784
2004-07-01,even,91069
1998-09-20,something,28848
1983-05-21,I,598142089
1994-03-01,have,330983804
2009-05-31,month,6037
1989-01-07,include,984206842
2017-04-08,manager,13950408
1971-01-14,risk,159539812
2003-02-27,prepare,3570870
2006-03-26,deep,80108451
1981-06-21,radio,77565507
2001-07-29,forget,817
2016-01-08,blue,15623
1981-11-30,season,77
2019-04-30,defense,9
1984-11-14,cover,6699922
1991-04-01,floor,602069
1978-12-25,exactly,862114
2023-07-07,not,861389057
1981-06-13,there,1754
1976-11-26,enter,435
2000-09-10,able,682
1974-07-06,operation,636197
1981-02-02,training,98761
2003-04-20,ball,505843035
1978-11-09,turn,66
2022-08-25,control,44
2022-06-30,suffer,320770
1991-11-18,nor,58
1996-06-19,well,82
2024-07-22,down,947761
1979-09-20,financial,102242
2013-03-31,speech,88993163
1979-05-06,black,84892
1989-06-08,vote,7165
1982-01-05,artist,843265
2007-07-11,question,367019
2018-04-05,stock,258922960
1980-10-11,inside,992279063
2000-07-11,realize,64090275
2010-11-12,leg,38778023
1989-06-21,magazine,410
1993-07-29,hear,757
2013-08-17,government,881
1982-03-12,address,956032
1984-06-25,skill,785
1971-07-25,early,79620123
1982-11-17,toward,5
2013-10-02,friend,2
1982-01-31,I,903587815
1976-05-08,pattern,622796845
2011-11-27,health,607
1996-08-19,debate,17
1995-08-20,picture,67032
2011-02-22,age,1978
1976-02-26,southern,829315763
2020-05-09,close,86646
2022-12-08,lawyer,249669
1999-05-16,radio,2558967
2013-10-28,rule,44751
2007-04-23,life,3
1985-04-06,population,1
1977-08-25,pay,234557220
1974-05-17,black,956805329
1984-01-25,whole,958
2008-07-25,magazine,9470542
1986-09-15,everything,86660
1994-11-06,actually,970233
1972-06-10,Mr,8983
1973-06-03,computer,1
2000-03-11,less,27
1979-05-22,minute,1724
1999-12-03,all,203
2022-05-18,rock,211522
2024-05-11,administration,30421592
1978-09-10,major,61
1990-09-24,total,813
2025-02-05,economic,4
2006-04-20,development,46570749
2001-09-24,reveal,624
2001-05-26,thought,7764
2019-08-08,operation,5
1980-08-13,meet,3884987
2009-10-11,bit,75025
2002-04-29,consider,9
1997-06-26,opportunity,6145
1973-05-22,they,7265725
2011-10-18,until,858116059
2018-01-28,enough,508821
2011-04-21,middle,614
2011-01-29,system,48855
1995-06-12,statement,739284
2007-09-20,stop,127
2007-05-24,around,57148
2005-03-27,rule,688
1986-02-10,dark,5973
1988-11-28,clear,8
1978-02-08,truth,9672
2021-01-02,unit,578059411
2020-04-05,teach,741164759
1983-01-02,walk,80
2023-01-04,here,468
2025-05-07,thank,6677
1989-08-30,opportunity,83255494
2015-02-11,interview,6
1980-04-18,small,7176111
2018-08-24,like,7630512
2007-11-19,check,552
1983-08-27,Democrat,1
2008-11-04,leave,451849273
2025-03-08,point,4962884
1977-02-02,serious,465
1984-06-16,now,82
1988-08-17,have,64
1974-08-25,style,885740719
2005-12-25,sea,5520
2022-04-15,leave,66
1983-04-02,mission,3
2000-09-23,score,2
1972-04-16,top,6
1977-09-16,ask,32
1977-05-10,give,33893
1978-02-15,cell,77472534
1984-08-10,walk,3057
2003-07-06,film,803688721
2019-12-21,tell,1783
2020-09-05,end,974025
1986-02-10,teach,7146
2010-12-26,drive,97179
1975-12-12,chair,78
2006-10-28,friend,91865380
1996-12-18,inside,83754261
2008-06-21,do,89
2023-08-15,great,473631381
1989-07-31,indicate,2265
1970-07-09,chance,41541
2020-10-17,sign,8
2004-05-13,free,5862214
1990-07-29,available,2
1989-10-24,suffer,6786742
2014-12-24,away,329238
1996-12-23,draw,447
1991-01-17,then,6
1980-12-29,discover,7
2024-04-04,never,5806
1975-07-21,old,761637
2014-12-26,live,1247
2004-12-14,happy,549
1985-03-06,much,307463081
1975-06-13,happen,582
1999-09-27,history,4908245
2014-09-19,off,37866056
2007-08-19,our,826
1994-08-22,education,57
2001-10-28,focus,63300
1989-06-21,general,10
2020-04-26,fast,125936742
2016-08-29,close,43
2004-07-25,next,2
1987-01-28,together,97493
2005-01-01,financial,7
1970-08-02,type,55189698
1976-07-12,must,8
1983-02-16,leader,964
2004-04-05,reveal,901
2002-05-15,every,864876
1996-02-05,build,583
2018-12-22,available,5972271
2014-01-26,senior,888
1998-04-28,who,52220
1978-05-16,watch,5565
2018-05-24,main,926
1996-03-30,across,33347974
2015-05-21,art,588
1988-08-10,reason,9
1987-07-31,let,2242213
2008-06-21,hope,119
2017-08-05,black,12400125
1997-07-14,face,2875841
1980-04-12,box,1
1983-05-17,well,87
1977-12-20,game,8
2006-06-28,guess,56475
2020-07-13,coach,2
2013-07-18,resource,10655
1983-08-24,campaign,346463164
1973-08-15,rate,24340715
1992-06-22,this,88612
2009-12-13,table,622496484
2007-01-28,about,57843
2025-08-26,near,13221468
2012-03-13,produce,3
2019-11-17,pay,913657
2005-12-04,call,547767106
1993-02-16,eat,84
2023-01-23,option,136354805
1983-06-11,nice,375220
1998-06-09,tax,7321
1995-04-06,kitchen,0
2003-06-21,season,9462022
2017-09-17,consumer,4
1994-03-19,through,59036
1973-07-25,continue,3753815
2001-10-31,truth,7
1988-03-16,white,57
1973-08-11,far,7
1999-06-13,that,26530215
2001-12-02,medical,8
1992-08-21,voice,0
1974-12-10,finish,52681430
2022-04-02,others,4
1989-06-27,view,3
2023-07-04,leader,4058021
1973-06-06,future,85492
2003-12-22,measure,11411
1970-03-29,good,478822
2016-04-01,several,23021
2017-09-29,professor,847
2010-01-23,me,7194131
1978-02-17,high,1426026
1984-04-06,everybody,59842885
1989-03-17,themselves,405909
1996-02-04,heavy,440
1976-05-20,lot,2554
2014-01-22,loss,4
2008-09-03,serious,6441873
1998-12-05,new,29
2009-12-08,which,63653
1990-09-08,yes,75099
2011-09-01,debate,84972
1973-08-02,well,22463
1972-06-17,drive,5
2010-09-27,my,483514
1976-03-24,movie,2
2005-06-05,bag,54501271
1981-06-14,meeting,37169
1973-03-13,evening,12750
2010-11-08,foreign,12
2018-12-13,wide,10840713
2014-09-17,answer,2329735
1980-07-07,leave,8
2003-03-06,prevent,4
2007-08-28,from,53
2018-12-23,civil,52
2017-12-21,development,75263
2012-04-22,effect,901262
2009-01-03,appear,184446396
1991-01-21,floor,166
2016-01-28,energy,930385
1998-09-10,let,1924902
2017-09-08,special,423
1998-03-12,result,7184
2023-04-09,talk,82031
2019-07-22,our,81
1971-08-08,reason,183
1991-10-15,order,5679026
1986-02-18,mind,79
2014-01-13,professor,37269219
1990-04-15,system,11764
1970-01-13,full,164
2002-04-24,must,17
1970-10-07,successful,41594
2006-12-23,sister,1
1994-02-12,night,8742636
2001-02-14,party,5
2004-10-28,let,4
2023-12-26,win,450940715
2005-12-13,others,9436
1992-12-21,those,9314768
2002-08-03,environment,982
1998-08-15,expert,159257
1991-10-04,discover,447
2019-02-27,girl,3855
1986-01-23,teach,8
2013-06-26,everyone,9963539
2007-11-17,job,661558
2018-11-22,begin,759303
1985-08-25,thing,379261023
2019-01-15,million,8111
1990-08-28,sign,2
1971-06-04,no,621
1996-12-13,because,720783704
2013-07-21,upon,84
1994-07-29,technology,68669
2007-04-25,organization,2472
1991-04-13,bit,525159125
2006-11-09,recently,122783995
2023-02-07,the,55
2011-07-09,television,7178713
2009-06-26,cup,83
1998-03-03,way,309884
1972-06-23,represent,5322436
2021-11-27,say,3518
2010-06-05,each,107
1983-02-04,foot,92440383
2000-08-17,other,99813302
1983-11-26,treat,9
1976-02-09,style,20
2017-01-25,chair,4669010
2006-08-12,fall,405
2004-03-25,play,65625560
2020-06-19,use,6328397
1975-08-08,including,4710
1986-12-17,office,843
1971-10-02,resource,62194
1981-10-26,fire,79404498
2014-08-03,customer,560336
1994-07-07,system,0
1989-12-03,pressure,1452
2022-07-24,threat,358446
2003-03-13,there,75337
2004-07-15,doctor,5018091
1980-08-22,computer,57
2005-09-09,ask,61103178
1976-12-29,century,886659
2012-01-13,lawyer,3
2001-12-11,use,642
1974-03-03,term,36
1971-01-01,chair,54717614
2005-11-02,couple,796840020
1997-01-26,option,4
2006-09-18,admit,324546384
1989-11-20,difficult,7704974
1987-07-29,bit,7187326
1970-11-23,morning,25
1989-07-27,great,7546127
1976-06-22,it,19536408
1988-01-30,your,400911
2002-01-14,report,157034121
2007-12-27,among,38949
1974-04-20,rest,855
1972-01-27,institution,80830892
1995-07-16,way,506
1974-10-25,like,9
1998-07-12,television,665290
1982-10-18,firm,6
2011-04-24,and,598880764
2012-05-18,would,24246
1997-07-12,travel,33278
1985-10-17,director,242
2010-03-31,water,425949
2002-12-30,not,93
1985-12-10,else,574
1974-06-27,control,4000013
1978-11-07,manage,55072138
2020-01-12,sometimes,26185770
2007-11-28,leg,1
2018-05-11,similar,636
1982-03-01,live,47878475
1973-09-06,vote,76203869
2001-07-06,hold,66
2014-10-09,require,3394
2001-01-05,parent,924
1993-04-11,hot,557
1984-04-16,factor,752136714
1995-11-26,TV,457
2014-06-19,under,207765
1990-02-02,machine,56706242
2004-02-17,seat,2204
2021-01-29,trip,4669
2003-06-26,bit,2499
2022-07-19,I,8325
1991-07-22,hit,60176431
1997-10-13,painting,24
1973-12-07,theory,3
1977-03-26,way,3771
2008-12-02,property,6153295
1987-08-04,walk,6397093
1985-12-18,include,1
2003-10-18,different,2328607
2008-09-06,pay,7863945
2025-06-24,participant,12038
2015-12-10,staff,778
1986-12-30,them,9024
1994-05-24,hope,687552
1972-05-09,world,713926688
2023-02-25,with,784
2024-11-01,PM,18644902
1991-10-20,instead,9632
1988-05-08,want,5
2012-08-01,Mr,849402
2008-02-07,term,80
1972-08-31,stock,70198342
2012-09-30,find,7
1995-12-08,poor,476
1980-06-11,attention,52683
1977-12-03,white,40995842
1983-05-18,policy,8322276
2008-10-29,seem,6560908
1998-01-25,wonder,212547
2021-08-19,TV,6555916
2006-11-04,home,88
2015-08-10,painting,4
1999-12-01,very,75
1974-04-12,respond,1594
1988-10-11,account,6157061
2018-06-18,have,5267207
1989-09-17,southern,44211
1977-09-12,red,3361937
2007-09-05,campaign,63
1991-12-28,another,8670
1993-12-31,party,54555
1974-01-04,two,72
1996-10-25,cultural,1
2015-10-18,cover,308453
1974-05-08,themselves,90598
1991-08-30,produce,1815890
1974-10-16,fund,3
1983-01-31,article,0
2006-02-13,word,7
1990-01-14,maybe,118826
1987-02-13,she,7285
2018-05-16,it,4
1993-12-19,subject,4519
2007-07-19,there,922309
1990-08-06,middle,200
1979-08-22,nothing,236
2010-07-25,speak,849677
2019-08-05,middle,509
1999-05-18,price,995611
2011-04-22,film,7581
1988-11-18,none,2850
1979-05-06,imagine,2
2024-02-14,member,8
2011-01-20,relate,86790220
2022-11-15,democratic,977124517
2009-10-30,however,2506
2003-06-23,painting,39791406
2013-07-06,knowledge,33
2003-10-13,through,61
1973-02-20,TV,99201858
2005-01-09,argue,0
1985-08-14,organization,714508237
2011-01-06,fund,12
1989-04-14,call,0
1979-04-16,speech,176
1997-10-16,science,673718
2002-11-01,bill,385683633
1995-05-31,bar,60242713
2019-03-06,cut,929916
1998-03-23,imagine,2
2010-08-31,law,2
2009-07-03,policy,764727364
1997-10-22,part,71830
2015-04-04,provide,5163998
2025-07-17,hope,5095
1981-04-17,eight,4
1994-06-17,guess,710168
1999-09-07,back,1229
1973-10-20,state,380
1983-11-29,second,7883403
1993-12-25,could,73056
1985-02-27,three,36589
2023-10-11,fear,241
2010-05-14,my,9
1997-06-30,away,7442143
2009-10-15,town,109625
2012-05-02,end,804
2013-11-23,story,3582
1976-12-23,discuss,677083607
2004-11-28,ok,1420238
1972-04-16,pass,3897630
2021-03-20,soldier,82703
1988-10-15,herself,5964735
1992-08-06,teacher,746094651
1997-10-21,structure,51571
1980-01-25,the,6052
2024-01-07,else,29889353
1981-09-02,lay,67884599
2014-11-26,college,807787
1988-03-23,stay,1928843
2003-08-09,music,6040081
2021-12-30,relate,585
1982-02-08,happy,9461
2002-03-02,fly,58
1995-06-24,game,88
1980-04-17,walk,81542870
2013-03-14,anything,11009926
2013-05-09,TV,33064
1998-10-24,new,697156
1989-02-14,choose,73164
1977-08-18,whatever,920873186
1985-10-17,under,569
2025-05-03,ground,2
1976-06-09,water,7
2023-01-08,police,3
2023-01-20,democratic,41610536
2002-04-30,understand,5312978
1987-09-27,eight,470234
2019-12-01,both,97
1978-11-19,term,693500353
1995-04-26,yet,515767572
1986-04-20,factor,17338
2022-01-15,face,41
2021-02-07,cultural,1
2020-05-02,place,579
1980-08-05,determine,15431911
1973-10-25,walk,59797
1983-01-26,weight,82816875
2020-04-26,who,164007061
1981-02-05,enough,1068
2009-06-16,most,1
1995-02-19,material,446
2025-09-08,gas,259428
2000-09-06,decade,65
2006-06-06,political,491
2001-09-05,voice,5
1984-06-13,rest,750
1970-06-01,wear,715073
2000-08-05,time,3
2021-01-05,consumer,6
1989-06-18,deep,8608803
2004-06-24,what,58833563
2001-04-09,about,956
2012-07-25,key,769836
1992-03-23,response,8814
2024-05-12,like,58871180
2006-05-20,ball,443094
2012-11-21,least,31
2002-05-13,head,234
2019-03-23,common,161771
2015-09-25,can,729383
1995-11-18,today,288
2011-09-11,lawyer,963
1980-10-27,despite,466468
1987-04-25,knowledge,595027015
1982-12-13,forget,47697361
2011-01-28,have,93207
1975-02-13,room,9259
1992-12-29,think,303
2007-05-04,same,53046
2006-03-27,technology,11
1972-01-27,study,77
2018-08-01,this,8892
1992-04-26,agent,2538233
1983-12-26,among,51
2015-12-20,which,1003685
2003-05-25,reality,5
1981-05-22,to,53015
2008-08-22,bag,818
2019-10-28,memory,5006
1999-03-16,region,668
2002-11-19,brother,2445
1972-08-09,other,94
1972-01-28,safe,411
2010-11-06,human,19
1991-06-16,discover,89094
2023-01-10,nothing,410
2004-12-04,evening,782577
1983-11-18,sing,493171
1985-07-20,interview,306
2013-05-09,author,9212
2015-03-03,also,9282
2023-02-18,air,72065450
1973-01-16,trade,9683160
2022-10-06,summer,84
1998-05-16,now,50122
1993-05-12,wide,857921579
2024-11-08,necessary,426821
2015-03-19,teacher,92749634
2009-07-11,remain,764663
1975-02-27,these,12134288
1971-09-30,difference,5668726
1987-09-29,agent,9105
1973-02-22,point,9095688
2019-10-28,important,21254
1990-08-04,most,853188273
1975-09-25,company,7
1975-12-30,wide,49214
1975-07-20,act,972582213
1970-08-26,ten,72331622
1996-03-16,wish,4074
1977-05-13,power,4739371
1970-12-11,leave,1
1972-05-22,growth,819335
2015-09-24,simply,6455622
2025-05-31,tell,4970631
1980-12-15,than,87
1986-12-24,listen,1384769
1997-09-06,south,818706183
1989-09-20,image,77705
2001-07-24,hand,4
1996-01-01,series,4146
1984-08-21,later,1348922
2022-11-23,understand,7
1986-12-17,wife,27
2019-12-19,music,0
1970-11-16,feeling,6665200
2000-01-17,improve,9780
2018-01-03,employee,334563091
2008-02-21,population,317322
2020-05-18,view,436
1979-01-04,letter,576
2019-10-13,network,6389
2006-11-13,reduce,1046
2003-09-12,hospital,528675
2015-11-28,environmental,943290935
1986-03-13,this,9
1985-09-10,agency,863850281
2008-02-02,of,9376273
1996-08-31,machine,3
1988-07-10,early,320
1998-04-25,think,3814
1972-03-08,compare,266522
2021-05-27,question,50783
2008-04-15,section,9947436
2009-02-22,travel,6435
2004-05-18,determine,8378
2019-04-26,same,0
2005-07-05,station,5156118
1990-09-26,question,854
1999-03-15,eat,362
1971-06-12,trouble,360609
1981-09-04,six,71
2017-07-13,develop,669
2019-04-13,cover,306569
1999-01-13,contain,9064
1982-07-18,purpose,9215167
2022-11-05,already,9
2008-01-18,section,4
1988-12-16,together,54394218
2005-09-16,better,7318915
2023-09-20,tree,97
2008-09-14,road,34251
2016-10-25,push,35391
2002-11-04,shake,7841
2010-03-08,increase,192
1999-02-13,step,962153
2016-03-05,not,5641027
2021-06-06,everyone,232637595
2012-05-31,key,92619
1997-09-14,six,226080088
2021-06-08,little,919582
2003-12-11,country,201
2023-12-03,third,6
2012-01-26,enter,8
2015-01-13,four,5485019
2019-12-09,economic,213778119
1977-09-15,community,275531
2012-11-05,store,635
1977-06-11,black,39102
1971-01-25,friend,14636175
2024-07-18,position,5
1999-07-01,present,8846
2004-09-27,become,630
2021-02-09,occur,224
1976-08-11,close,1274
2000-06-21,they,92
1982-01-15,generation,251
2001-06-28,subject,10650656
1970-07-15,tree,47186
2007-04-28,care,124581
2004-01-18,chair,5
2002-07-12,white,604
1975-04-12,loss,20816
2007-04-02,determine,8760743
1985-10-09,religious,8193342
1990-08-18,act,93170
1995-10-25,throughout,36
2019-11-21,imagine,25566
2022-02-17,necessary,583651765
2020-07-24,difference,7
2025-02-24,firm,946
2023-01-17,kid,27
2025-06-19,describe,463
1998-05-22,cover,846703
2004-02-23,way,9161
1970-08-02,statement,3773215
1989-05-30,ok,6711484
1996-06-19,maintain,13173395
2012-07-03,nice,8895874
1984-01-01,group,7
2005-12-04,true,59605967
